City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
376,naryan-mar,67.6713,53.087,-19.16,99,32,3.69,RU,1675648286
377,tommot,58.9564,126.2925,-31.2,91,100,1.78,RU,1675648286
378,caravelas,-17.7125,-39.2481,25.71,84,1,4.71,BR,1675648286
379,mujiayingzi,42.1167,118.7833,-4.65,44,4,1.03,CN,1675648287
380,urengoy,65.9667,78.3667,-27.43,100,71,1.4,RU,1675648287
381,kruisfontein,-34.0033,24.7314,22.71,93,97,1.56,ZA,1675648287
382,touba,8.2833,-7.6833,24.14,28,43,1.7,CI,1675648288
383,port lincoln,-34.7333,135.8667,20.35,64,5,5.55,AU,1675648288
384,san luis,-33.295,-66.3356,23.05,38,4,3.93,AR,1675648288
385,novyy urengoy,66.0833,76.6333,-25.52,100,75,2.15,RU,1675648120
386,kembe,4.6228,21.8865,20.12,27,2,1.57,CF,1675648289
387,bol,13.4586,14.7147,23.9,40,97,5.72,TD,1675648289
388,khanpur,28.6453,70.6567,14.7,42,0,4.21,PK,1675648289
389,kirakira,-10.4544,161.9205,26.05,90,100,10.52,SB,1675648290
390,mahenge,-8.6833,36.7167,17.63,99,100,0.89,TZ,1675648290
391,sonoita,31.85,-112.8333,17.61,26,50,1.76,MX,1675648193
392,sambava,-14.2667,50.1667,23.39,92,99,1.73,MG,1675648290
393,tabas,33.5959,56.9244,7.84,29,59,0.43,IR,1675648291
394,surgut,61.25,73.4167,-18.9,84,100,1.79,RU,1675648291
395,yumen,40.2833,97.2,-2.19,37,100,0.36,CN,1675648291
396,namibe,-15.1961,12.1522,21.38,81,100,2.15,AO,1675648291
397,loandjili,-4.7561,11.8578,26.06,94,40,1.03,CG,1675648292
398,chuguyevka,44.1653,133.8633,-8.67,83,100,1.48,RU,1675648292
399,edson,53.5835,-116.4356,6.08,45,100,6.17,CA,1675648292
400,manono,-7.3,27.4167,18.82,96,99,0.23,CD,1675648292
401,santo tomas,14.1079,121.1414,28.09,67,93,3.28,PH,1675648293
402,auki,-8.7676,160.7034,24.66,94,100,5.27,SB,1675648293
403,tubuala,9.5167,-79.0333,25.53,85,36,6.61,PA,1675648293
404,ginir,7.1333,40.7,13.34,37,64,2.1,ET,1675648294
405,jining,35.405,116.5814,9.06,66,6,2.41,CN,1675648294
406,healdsburg,38.6105,-122.8692,10.17,77,48,2.37,US,1675648294
407,mount gambier,-37.8333,140.7667,20.74,50,13,3.19,AU,1675648294
408,novikovo,51.1537,37.8879,-6.83,97,100,1.74,RU,1675648295
409,kyra,49.5776,111.9753,-17.11,82,100,1.76,RU,1675648295
410,moranbah,-22.0016,148.0466,30.81,60,99,6.44,AU,1675648295
411,buin,-33.7333,-70.75,24.68,67,1,1.05,CL,1675648296
412,lloydminster,53.2835,-110.0016,-2.88,80,100,3.09,CA,1675648296
413,algeciras,36.1333,-5.4505,13.82,82,100,9.26,ES,1675648296
414,mezen,65.8522,44.24,-20.09,99,58,2.93,RU,1675648297
415,brae,60.3964,-1.353,8.08,89,100,11.76,GB,1675648297
416,ibimirim,-8.5406,-37.6903,25.22,63,70,3.15,BR,1675648297
417,atambua,-9.1061,124.8925,26.87,69,78,2.18,ID,1675648297
418,kommunisticheskiy,61.6789,64.4819,-17.95,99,99,1.16,RU,1675648298
419,qandala,11.472,49.8728,22.24,77,45,1.68,SO,1675648298
420,seoul,37.5683,126.9778,2.76,81,20,0.51,KR,1675648083
421,sergeyevka,53.88,67.4158,-14.91,96,100,3.18,KZ,1675648298
422,patti,31.2808,74.8572,13.04,56,98,2.31,IN,1675648298
423,george town,5.4112,100.3354,25.96,94,40,2.06,MY,1675648176
424,port hedland,-20.3167,118.5667,36.03,36,0,4.63,AU,1675648056
425,santa marta,11.2408,-74.199,28.03,65,40,4.12,CO,1675648299
426,preobrazheniye,42.9019,133.9064,-2.18,50,6,0.58,RU,1675648299
427,halifax,44.6453,-63.5724,5.68,92,100,7.2,CA,1675648199
428,tonekabon,36.8163,50.8738,5.97,57,100,1.21,IR,1675648300
429,ukiah,39.1502,-123.2078,9.13,84,0,3.6,US,1675648300
430,riberalta,-10.9833,-66.1,22.5,99,97,1.17,BO,1675648300
431,henties bay,-22.116,14.2845,17.56,89,100,2.77,NA,1675648301
432,riyadh,24.6877,46.7219,17.08,55,7,5.72,SA,1675648032
433,tarakan,3.3,117.6333,28.72,79,40,2.06,ID,1675648301
434,pali,25.7667,73.3333,16.45,41,0,2.98,IN,1675648137
435,glendive,47.1053,-104.7125,3.79,75,40,2.57,US,1675648301
436,newton,42.337,-71.2092,5.39,67,100,4.63,US,1675648302
437,deogarh,21.5333,84.7333,17.33,29,0,0.82,IN,1675648302
438,khurba,50.4072,136.8819,-19.2,92,99,1.54,RU,1675648302
439,urubicha,-15.3833,-62.95,20.39,99,100,0.55,BO,1675648302
440,coihaique,-45.5752,-72.0662,14.34,51,20,2.06,CL,1675648303
441,grand gaube,-20.0064,57.6608,25.77,79,78,1.34,MU,1675648303
442,los llanos de aridane,28.6585,-17.9182,12.86,70,100,4.12,ES,1675648303
443,la rioja,42.25,-2.5,-0.12,91,96,2.61,ES,1675648059
444,belyy yar,53.6039,91.3903,-24.52,83,40,0.0,RU,1675648304
445,makakilo city,21.3469,-158.0858,27.18,63,20,6.69,US,1675648304
446,pitimbu,-7.4706,-34.8086,27.33,80,28,3.82,BR,1675648304
447,phaltan,17.9833,74.4333,19.55,42,32,1.33,IN,1675648304
448,paulo ramos,-4.2167,-45.1833,22.73,97,99,1.74,BR,1675648305
449,brodick,55.5754,-5.1472,7.28,84,99,6.61,GB,1675648305
450,port said,31.2565,32.2841,11.99,62,16,9.26,EG,1675648305
451,ust-tsilma,65.441,52.1498,-27.12,100,100,1.22,RU,1675648306
452,changli,39.7042,119.1506,1.07,35,100,4.1,CN,1675648306
453,sajanan,37.0573,9.2426,10.51,83,100,1.98,TN,1675648306
454,tadine,-21.55,167.8833,28.78,73,86,2.54,NC,1675648306
455,hobyo,5.3505,48.5268,24.65,75,98,7.25,SO,1675648307
456,tiarei,-17.5333,-149.3333,31.01,74,100,5.54,PF,1675648307
457,verkhoyansk,67.5447,133.385,-40.04,100,96,0.82,RU,1675648307
458,curillo,1.0333,-75.9191,26.18,61,100,0.41,CO,1675648308
459,vanimo,-2.6741,141.3028,27.28,83,98,0.41,PG,1675648308
460,myitkyina,25.3833,97.4,19.36,45,19,0.92,MM,1675648308
461,perelyub,51.8667,50.3667,-18.92,98,22,2.18,RU,1675648308
462,komsomolskiy,40.4272,71.7189,3.4,93,100,1.03,UZ,1675648309
463,coahuayana,18.7333,-103.6833,21.74,84,0,1.11,MX,1675648309
464,whitley bay,55.0397,-1.4471,4.12,68,0,3.6,GB,1675648309
465,gasa,31.5,34.4667,12.16,47,3,9.58,PS,1675648309
466,coos bay,43.3665,-124.2179,8.41,93,100,7.2,US,1675648083
467,tateyama,34.9833,139.8667,9.89,60,28,2.05,JP,1675648310
468,sandy bay,-42.913,147.3532,22.39,54,75,8.23,AU,1675648310
469,saint george,37.1041,-113.5841,8.33,58,100,7.72,US,1675648279
470,asau,46.4333,26.4,-4.29,93,98,3.6,RO,1675648310
471,svetlopolyansk,59.4184,52.3605,-25.43,100,100,1.19,RU,1675648311
472,ustka,54.5805,16.8619,-3.53,77,100,3.84,PL,1675648311
473,glens falls,43.3095,-73.644,1.75,75,100,0.45,US,1675648113
474,namangan,40.9983,71.6726,4.29,64,100,0.82,UZ,1675648311
475,porto seguro,-16.4497,-39.0647,25.29,94,0,2.57,BR,1675648251
476,marsaxlokk,35.8419,14.5431,7.34,53,20,4.12,MT,1675648312
477,gamboma,-1.8764,15.8644,23.41,81,92,1.79,CG,1675648312
478,khonsa,27.0167,95.5667,16.12,46,10,0.55,IN,1675648312
479,vytegra,61.0064,36.4481,-12.16,90,95,2.53,RU,1675648313
480,bintulu,3.1667,113.0333,27.23,89,20,1.54,MY,1675648313
481,seka,17.9285,103.9552,29.03,68,17,1.63,TH,1675648214
482,hryshkivtsi,49.9353,28.6038,-6.19,95,100,4.96,UA,1675648313
483,bubaque,11.2833,-15.8333,24.6,59,100,6.99,GW,1675648313
484,nongpoh,25.9,91.8833,12.76,58,0,0.49,IN,1675648314
485,kharan,28.5833,65.4167,13.21,42,0,3.66,PK,1675648314
486,porecatu,-22.7558,-51.3792,22.7,75,100,0.29,BR,1675648314
487,atar,20.5169,-13.0499,15.31,29,70,4.2,MR,1675648174
488,kifri,34.6959,44.9661,10.18,62,100,5.24,IQ,1675648315
489,mungaa,-4.9667,34.8833,14.79,96,97,0.99,TZ,1675648315
490,whitehorse,60.7161,-135.0538,-7.77,79,100,5.66,CA,1675648315
491,hualmay,-11.0964,-77.6139,22.44,83,46,2.81,PE,1675648315
492,hermiston,45.8404,-119.2895,9.51,83,100,3.09,US,1675648302
493,aitape,-3.1374,142.3475,25.13,91,100,1.8,PG,1675648316
494,wilmington,34.2257,-77.9447,11.11,90,75,0.0,US,1675648316
495,tecolutilla,18.2833,-93.3167,21.69,90,3,4.77,MX,1675648316
496,marawi,7.9986,124.2928,26.2,58,93,1.57,PH,1675648317
497,labuan,5.2767,115.2417,28.2,89,20,0.51,MY,1675648317
498,zaraza,9.3503,-65.3245,23.99,78,90,2.56,VE,1675648317
499,santa catarina de tepehuanes,25.35,-105.7333,13.23,33,0,3.03,MX,1675648317
500,rosamorada,22.1222,-105.2058,19.74,70,1,0.47,MX,1675648203
501,fortuna,40.5982,-124.1573,9.19,95,100,0.45,US,1675648212
502,faya,18.3851,42.4509,13.29,52,85,1.54,SA,1675648318
503,jacqueville,5.2052,-4.4146,26.77,87,100,4.54,CI,1675648318
504,constitucion,-35.3333,-72.4167,14.41,92,7,1.9,CL,1675648115
505,baganga,7.5739,126.56,28.46,67,93,2.13,PH,1675648318
506,marrakesh,31.6315,-8.0083,10.04,46,20,1.54,MA,1675648319
507,civitanova marche,43.307,13.7206,5.48,45,100,1.79,IT,1675648319
508,kavieng,-2.5744,150.7967,28.76,70,67,1.91,PG,1675648319
509,quang ngai,15.1167,108.8,24.35,79,88,1.32,VN,1675648320
510,ha giang,22.8333,104.9833,20.57,98,100,1.28,VN,1675648320
511,araouane,18.9048,-3.5265,16.16,20,23,4.3,ML,1675648320
512,turan,16.0678,108.2208,24.99,83,75,2.06,VN,1675648303
513,amapa,1.0,-52.0,21.93,99,100,1.51,BR,1675648309
514,port moresby,-9.4431,147.1797,30.68,70,40,5.14,PG,1675648320
515,calamar,10.2511,-74.9146,25.52,69,19,1.99,CO,1675648321
516,narasannapeta,18.4167,84.05,20.23,70,37,2.17,IN,1675648321
517,andapa,-14.65,49.65,19.81,99,98,1.23,MG,1675648321
518,gillette,44.2911,-105.5022,3.86,64,40,10.29,US,1675648322
519,cotonou,6.3654,2.4183,26.73,88,100,4.62,BJ,1675648322
520,banda aceh,5.5577,95.3222,26.68,76,95,2.51,ID,1675648322
521,kavaratti,10.5669,72.642,27.09,72,12,3.25,IN,1675648322
522,batagay-alyta,67.8006,130.4114,-32.51,99,100,0.48,RU,1675648284
523,lujiang,31.2581,117.2817,9.01,76,100,1.79,CN,1675648323
524,vao,-22.6667,167.4833,26.2,84,48,7.17,NC,1675648323
525,hirara,24.8,125.2833,23.15,78,75,7.2,JP,1675648323
526,ust-barguzin,53.45,108.9833,-15.14,96,100,1.24,RU,1675648324
527,tabuk,17.4189,121.4443,25.84,72,93,2.56,PH,1675648324
528,matara,5.9485,80.5353,24.78,92,100,2.39,LK,1675648324
529,gilgit,35.9221,74.3087,1.77,77,100,1.17,PK,1675648325
530,chifeng,42.2683,118.9636,-4.79,40,5,0.32,CN,1675648325
531,athabasca,54.7169,-113.2854,0.23,85,100,3.48,CA,1675648325
532,katsuura,35.1333,140.3,10.24,60,82,2.43,JP,1675648226
533,zapadnaya dvina,56.259,32.0745,-9.88,96,100,2.29,RU,1675648326
534,te anau,-45.4167,167.7167,17.84,61,85,3.07,NZ,1675648326
535,agadez,19.75,10.25,14.54,16,1,3.99,NE,1675648326
536,cedar city,37.6775,-113.0619,-1.46,93,100,4.63,US,1675648038
537,vakhrushev,48.9833,142.9667,-14.75,81,22,1.01,RU,1675648327
538,kipini,-2.5257,40.5262,25.16,86,6,5.12,KE,1675648327
539,roald,62.5833,6.1333,7.41,70,40,5.66,NO,1675648327
540,blagoyevo,63.3667,47.9167,-24.74,100,100,1.35,RU,1675648328
541,macomb,40.4592,-90.6718,2.69,86,0,3.09,US,1675648328
542,durango,24.8333,-104.8333,13.84,23,0,1.82,MX,1675647955
543,bilma,18.6853,12.9164,16.81,13,12,6.27,NE,1675648328
544,ayame,5.6083,-3.1563,24.52,95,96,1.61,CI,1675648329
545,oneonta,42.4529,-75.0638,4.29,77,99,3.84,US,1675648329
546,maldonado,-34.6667,-54.9167,19.66,91,1,2.71,UY,1675648329
547,kafanchan,9.5833,8.3,22.13,19,100,2.3,NG,1675648330
548,kongolo,-5.3833,27.0,20.47,97,100,1.02,CD,1675648330
549,manteca,37.7974,-121.216,11.68,78,93,1.34,US,1675648161
550,baculin,7.4525,126.5842,28.53,67,85,2.51,PH,1675648330
551,arona,28.0996,-16.681,11.57,53,20,3.6,ES,1675648330
552,dovbysh,50.3733,27.9874,-7.23,96,97,3.91,UA,1675648331
553,porto novo,6.4965,2.6036,26.16,88,100,2.81,BJ,1675648331
554,rio gallegos,-51.6226,-69.2181,13.03,71,40,6.17,AR,1675648317
555,portland,45.5234,-122.6762,9.78,87,100,2.68,US,1675648039
556,geraldton,-28.7667,114.6,25.23,65,100,7.2,AU,1675648331
557,mudanya,40.3753,28.8822,2.6,96,100,11.8,TR,1675648332
558,lusambo,-4.9667,23.45,20.14,89,100,0.97,CD,1675648332
559,kamenka,51.3223,42.7678,-12.63,97,89,2.11,RU,1675648333
560,sayansk,54.1088,102.1648,-21.98,100,100,1.12,RU,1675648333
561,okhotsk,59.3833,143.3,-23.35,75,99,5.54,RU,1675648333
562,quimper,48.0,-4.1,4.31,93,0,2.06,FR,1675648333
563,ossora,59.2353,163.0719,-19.88,81,4,1.04,RU,1675648334
564,villa del rosario,7.8339,-72.4742,25.21,69,40,3.09,CO,1675648334
565,alekseyevka,50.6309,38.6903,-7.35,97,100,2.39,RU,1675648335
566,nabire,-3.3667,135.4833,28.69,74,100,1.87,ID,1675648335
567,lazaro cardenas,17.9583,-102.2,23.85,79,0,2.37,MX,1675648335
568,jinxiang,27.4327,120.6062,14.67,87,66,1.03,CN,1675648335
569,kieta,-6.2167,155.6333,27.01,81,100,2.16,PG,1675648336
570,dawlatabad,36.4141,64.9053,5.2,90,15,1.26,AF,1675648336
571,zaltan,32.947,11.8665,12.77,63,16,3.92,LY,1675648336
572,trairi,-3.2778,-39.2689,25.02,87,41,2.49,BR,1675648337
573,jishou,28.3167,109.7167,8.27,77,100,0.37,CN,1675648337
574,donetsk,48.0,37.8,-2.59,76,95,4.73,UA,1675648337
575,boca do acre,-8.7522,-67.3978,22.26,99,100,0.71,BR,1675648337
576,kenitra,34.261,-6.5802,5.42,78,0,1.86,MA,1675648338
577,nagaur,27.2,73.7333,16.91,47,0,3.95,IN,1675648338
578,rocha,-34.4833,-54.3333,17.05,89,0,2.52,UY,1675648316
